order_id,partner_id,promised_sla_minutes,actual_fulfillment_minutes,is_late
6168218078,DP0039,50.0,24.3,0.0
6168427326,DP0041,45.0,35.6,0.0
6169424336,DP0024,40.0,26.2,0.0
6167121590,DP0008,40.0,26.8,0.0
6167995589,DP0049,60.0,58.5,0.0
6165031782,DP0043,40.0,34.4,0.0
6169113831,DP0043,55.0,41.7,0.0
6168717281,DP0018,45.0,44.3,0.0
6169142809,DP0005,50.0,30.5,0.0
6168242254,DP0021,55.0,31.1,0.0
6167707628,DP0041,45.0,24.5,0.0
6167358098,DP0024,60.0,40.6,0.0
6168418159,DP0042,45.0,34.0,0.0
6167150125,DP0019,50.0,34.3,0.0
6165976485,DP0047,45.0,26.2,0.0
6167194990,DP0041,40.0,37.5,0.0
6148368487,DP0043,40.0,29.9,0.0
6165289639,DP0014,45.0,41.8,0.0
6168262742,DP0036,40.0,22.0,0.0
6162561202,DP0041,55.0,30.4,0.0
6149764916,DP0008,60.0,43.0,0.0
6165679122,DP0008,55.0,51.6,0.0
6164186421,DP0048,40.0,46.8,1.0
6157202737,DP0041,55.0,49.4,0.0
6163180170,DP0005,40.0,21.0,0.0
6167023350,DP0034,50.0,30.8,0.0
6167158612,DP0038,40.0,20.4,0.0
6165776762,DP0041,50.0,37.2,0.0
6161605451,DP0018,45.0,27.0,0.0
6159736208,DP0012,45.0,39.2,0.0
6166770303,DP0005,40.0,30.9,0.0
6166273550,DP0038,45.0,31.3,0.0
6142641525,DP0041,55.0,34.5,0.0
6163750079,DP0005,40.0,28.0,0.0
6160868660,DP0043,45.0,21.2,0.0
6165316229,DP0039,55.0,34.4,0.0
6159382905,DP0016,60.0,68.9,1.0
6162695816,DP0006,55.0,37.2,0.0
6154115588,DP0012,55.0,39.3,0.0
6153386475,DP0043,65.0,41.5,0.0
6162915327,DP0041,45.0,37.5,0.0
6159638533,DP0041,45.0,32.7,0.0
6163915549,DP0041,45.0,27.1,0.0
6160788109,DP0039,40.0,26.9,0.0
6162423875,DP0041,40.0,32.7,0.0
6161067038,DP0005,45.0,75.5,1.0
6162446959,DP0041,45.0,21.0,0.0
6160103241,DP0009,50.0,25.3,0.0
6158591577,DP0007,45.0,29.2,0.0
6155721914,DP0026,50.0,37.1,0.0
6162040119,DP0006,60.0,45.0,0.0
6144261438,DP0006,40.0,15.3,0.0
6152997315,DP0021,40.0,33.6,0.0
6158705130,DP0048,40.0,36.7,0.0
6160482511,DP0010,45.0,30.0,0.0
6160993882,DP0003,50.0,26.2,0.0
6160358854,DP0041,50.0,29.4,0.0
6156507401,DP0041,50.0,38.8,0.0
6151424970,DP0027,55.0,39.7,0.0
6157309260,DP0041,40.0,22.6,0.0
6158100757,DP0041,55.0,31.3,0.0
6156545935,DP0005,55.0,28.2,0.0
6156465093,DP0046,50.0,48.4,0.0
6144397966,DP0043,40.0,20.9,0.0
6157693936,DP0019,50.0,35.9,0.0
6157486866,DP0002,40.0,26.9,0.0
6157315556,DP0043,50.0,48.6,0.0
6153404089,DP0041,55.0,46.0,0.0
6154856104,DP0041,40.0,19.8,0.0
6152814011,DP0041,45.0,22.7,0.0
6154639790,DP0041,65.0,52.3,0.0
6156022422,DP0045,60.0,55.6,0.0
6145345927,DP0045,40.0,19.3,0.0
6147864880,DP0043,55.0,49.0,0.0
6154044874,DP0041,45.0,36.1,0.0
6151738129,DP0041,40.0,30.2,0.0
6153393480,DP0041,50.0,29.3,0.0
6138643839,DP0041,65.0,40.7,0.0
6150251716,DP0008,45.0,24.3,0.0
6149014724,DP0041,50.0,41.0,0.0
6150892954,DP0041,45.0,37.4,0.0
6149657004,DP0041,45.0,31.2,0.0
6152105277,DP0041,60.0,43.3,0.0
6150970356,DP0041,40.0,41.3,1.0
6144728572,DP0015,50.0,29.6,0.0
6151166642,DP0019,40.0,23.6,0.0
6149092297,DP0015,50.0,35.2,0.0
6149205040,DP0030,55.0,33.2,0.0
6144522087,DP0005,50.0,36.5,0.0
6153049929,DP0041,60.0,40.6,0.0
6151789684,DP0026,40.0,54.4,1.0
6151068357,DP0041,65.0,46.1,0.0
6147645546,DP0032,55.0,32.5,0.0
6151110701,DP0041,40.0,20.9,0.0
6151479415,DP0026,55.0,58.3,1.0
6144995554,DP0019,50.0,32.9,0.0
6132905833,DP0041,50.0,35.1,0.0
6150606006,DP0041,65.0,41.9,0.0
6150826612,DP0027,50.0,51.3,1.0
6152991085,DP0044,40.0,29.6,0.0
6149395754,DP0005,40.0,33.8,0.0
6150484698,DP0038,65.0,38.4,0.0
6152492022,DP0048,50.0,43.3,0.0
6152031764,DP0041,40.0,27.5,0.0
6151411937,DP0038,40.0,42.7,1.0
6152103927,DP0041,65.0,54.9,0.0
6145211525,DP0041,40.0,32.3,0.0
6151905669,DP0041,40.0,23.2,0.0
6147752319,DP0008,50.0,30.1,0.0
6151615623,DP0018,50.0,20.9,0.0
6152099460,DP0041,45.0,35.7,0.0
6152129793,DP0043,50.0,27.2,0.0
6148497668,DP0041,55.0,38.8,0.0
6151075924,DP0016,50.0,37.0,0.0
6141955190,DP0041,45.0,25.4,0.0
6144240421,DP0041,40.0,24.7,0.0
6149580829,DP0016,45.0,28.0,0.0
6148946223,DP0030,45.0,36.9,0.0
6149660907,DP0041,50.0,39.5,0.0
6143011766,DP0041,40.0,30.9,0.0
6142542206,DP0033,45.0,40.3,0.0
6143031049,DP0020,45.0,25.3,0.0
6137759430,DP0006,55.0,34.4,0.0
6151542918,DP0005,40.0,25.4,0.0
6148032286,DP0047,50.0,32.6,0.0
6151184755,DP0043,50.0,44.4,0.0
6151212614,DP0028,55.0,45.5,0.0
6150530192,DP0047,45.0,32.7,0.0
6147280588,DP0041,55.0,55.5,1.0
6129754839,DP0041,50.0,31.7,0.0
6150206967,DP0041,45.0,33.0,0.0
6144748788,DP0005,55.0,35.7,0.0
6143383996,DP0006,50.0,41.7,0.0
6147356060,DP0041,45.0,21.8,0.0
6139066441,DP0041,65.0,38.5,0.0
6149292474,DP0015,45.0,43.4,0.0
6147153950,DP0046,45.0,53.7,1.0
6144644656,DP0041,50.0,29.6,0.0
6147135501,DP0007,40.0,27.0,0.0
6145082908,DP0043,50.0,25.4,0.0
6138922698,DP0048,40.0,41.8,1.0
6148352067,DP0050,45.0,40.5,0.0
6148109643,DP0005,45.0,32.4,0.0
6146307177,DP0041,55.0,35.0,0.0
6147558212,DP0041,40.0,23.6,0.0
6147098530,DP0041,55.0,30.8,0.0
6145603662,DP0048,55.0,36.5,0.0
6145559363,DP0041,45.0,19.8,0.0
6146040255,DP0043,60.0,51.4,0.0
6141867628,DP0043,40.0,31.8,0.0
6142740721,DP0043,45.0,27.8,0.0
6144695178,DP0038,40.0,20.7,0.0
6144219290,DP0015,40.0,33.6,0.0
6147231368,DP0033,45.0,25.5,0.0
6141422662,DP0043,45.0,25.5,0.0
6143080225,DP0008,40.0,25.4,0.0
6143624024,DP0041,40.0,41.7,1.0
6136204115,DP0015,50.0,32.3,0.0
6131947787,DP0041,50.0,29.0,0.0
6124801607,DP0043,55.0,38.9,0.0
6144790441,DP0043,40.0,30.0,0.0
6130866834,DP0015,60.0,35.7,0.0
6134999782,DP0043,50.0,33.9,0.0
6143338997,DP0041,40.0,40.7,1.0
6139838375,DP0027,45.0,34.9,0.0
6139795100,DP0041,55.0,29.8,0.0
6143057628,DP0041,45.0,35.2,0.0
6139878163,DP0030,55.0,52.4,0.0
6135961731,DP0041,40.0,30.1,0.0
6128955784,DP0018,40.0,39.3,0.0
6138152630,DP0025,40.0,39.9,0.0
6141450696,DP0039,45.0,27.7,0.0
6168736994,DP0019,50.0,32.7,0.0
6170903653,DP0035,45.0,23.3,0.0
6170009130,DP0041,50.0,25.9,0.0
6170168184,DP0041,45.0,26.2,0.0
6151451438,DP0041,55.0,35.8,0.0
6159343792,DP0041,50.0,30.6,0.0
6170217857,DP0041,45.0,37.1,0.0
6169828720,DP0041,50.0,28.3,0.0
6158730663,DP0016,50.0,26.6,0.0
6168584321,DP0034,55.0,40.7,0.0
6161290353,DP0041,45.0,26.3,0.0
6169133439,DP0005,45.0,31.3,0.0
6160640802,DP0041,45.0,22.1,0.0
6169062392,DP0039,40.0,23.1,0.0
6161292989,DP0041,55.0,38.9,0.0
6163530459,DP0048,45.0,46.1,1.0
6165257699,DP0041,50.0,39.8,0.0
6158682689,DP0023,65.0,41.7,0.0
6168111876,DP0005,55.0,32.3,0.0
6152764316,DP0043,40.0,16.4,0.0
6164225680,DP0043,45.0,19.8,0.0
6166222213,DP0019,50.0,29.4,0.0
6167929031,DP0041,55.0,36.1,0.0
6167293645,DP0005,50.0,32.2,0.0
6167708795,DP0009,45.0,27.2,0.0
6164335141,DP0015,55.0,51.1,0.0
6162702576,DP0019,40.0,31.0,0.0
6158234196,DP0050,60.0,51.8,0.0
6164968885,DP0041,55.0,41.8,0.0
6162225866,DP0032,40.0,24.4,0.0
6163713945,DP0041,50.0,35.4,0.0
6165158289,DP0043,50.0,33.7,0.0
6164234926,DP0047,65.0,43.3,0.0
6161935858,DP0005,50.0,56.3,1.0
6165088077,DP0033,60.0,36.8,0.0
6162143361,DP0007,40.0,27.9,0.0
6159787348,DP0026,55.0,29.7,0.0
6163786461,DP0009,40.0,20.1,0.0
6152361356,DP0041,50.0,34.9,0.0
6163435728,DP0033,40.0,17.2,0.0
6165628053,DP0015,50.0,36.8,0.0
6163731946,DP0019,55.0,53.0,0.0
6150192890,DP0028,45.0,26.8,0.0
6163537755,DP0019,45.0,33.7,0.0
6162421877,DP0040,50.0,26.8,0.0
6159609490,DP0005,40.0,35.6,0.0
6153398838,DP0019,55.0,38.0,0.0
6153743517,DP0036,50.0,38.7,0.0
6164932139,DP0041,65.0,41.9,0.0
6157234824,DP0019,45.0,22.9,0.0
6163072697,DP0008,45.0,23.6,0.0
6162500077,DP0005,45.0,54.3,1.0
6161120321,DP0044,40.0,47.7,1.0
6161838041,DP0037,55.0,33.9,0.0
6163568531,DP0041,45.0,21.8,0.0
6164360070,DP0043,50.0,53.0,1.0
6163932883,DP0005,50.0,26.3,0.0
6162114647,DP0043,50.0,24.0,0.0
6157982087,DP0041,40.0,33.0,0.0
6161349041,DP0009,50.0,44.3,0.0
6162130162,DP0036,65.0,38.7,0.0
6159844875,DP0041,55.0,47.0,0.0
6160912592,DP0041,40.0,17.4,0.0
6158003495,DP0049,50.0,22.6,0.0
6156009900,DP0030,40.0,20.8,0.0
6162378187,DP0041,45.0,23.8,0.0
6156049391,DP0033,40.0,22.8,0.0
6157747165,DP0042,50.0,43.9,0.0
6139963784,DP0041,50.0,28.2,0.0
6143626220,DP0005,60.0,36.4,0.0
6158748811,DP0005,40.0,25.0,0.0
6161077783,DP0008,55.0,37.9,0.0
6160956171,DP0002,45.0,42.5,0.0
6160159038,DP0005,65.0,48.1,0.0
6161238086,DP0041,40.0,27.8,0.0
6145516320,DP0041,40.0,40.7,1.0
6160610514,DP0041,45.0,30.0,0.0
6151952607,DP0043,50.0,47.1,0.0
6159863804,DP0041,40.0,27.8,0.0
6160176733,DP0041,50.0,39.4,0.0
6160402762,DP0041,40.0,25.2,0.0
6157085800,DP0030,45.0,25.7,0.0
6158822918,DP0016,40.0,29.0,0.0
6159422877,DP0015,55.0,27.7,0.0
6160857594,DP0018,40.0,39.8,0.0
6157651604,DP0019,40.0,37.2,0.0
6157507031,DP0015,40.0,24.9,0.0
6159262449,DP0043,55.0,36.2,0.0
6157822311,DP0041,50.0,35.4,0.0
6160160573,DP0005,50.0,33.6,0.0
6160282637,DP0019,40.0,16.2,0.0
6147219186,DP0003,40.0,15.1,0.0
6160284363,DP0041,55.0,34.8,0.0
6155146926,DP0041,50.0,29.0,0.0
6155678531,DP0042,40.0,33.0,0.0
6159019205,DP0021,40.0,20.1,0.0
6159463353,DP0041,55.0,45.2,0.0
6160121918,DP0048,50.0,56.5,1.0
6156920829,DP0005,50.0,47.9,0.0
6158214237,DP0041,45.0,54.5,1.0
6159925862,DP0041,40.0,39.2,0.0
6159401629,DP0041,45.0,26.5,0.0
6158808245,DP0038,50.0,35.1,0.0
6149959826,,,,
6152929731,DP0041,55.0,36.0,0.0
6157368559,DP0041,40.0,23.4,0.0
6158761558,DP0043,45.0,21.5,0.0
6155657305,DP0041,50.0,24.6,0.0
6157237871,DP0048,50.0,47.1,0.0
6151277972,DP0041,55.0,41.0,0.0
6153169636,DP0041,50.0,26.7,0.0
6153451511,DP0041,60.0,45.2,0.0
6143987804,DP0005,55.0,44.3,0.0
6155350052,DP0041,40.0,31.0,0.0
6158263363,DP0041,50.0,31.5,0.0
6149624372,DP0039,50.0,24.2,0.0
6158598587,DP0043,60.0,39.9,0.0
6156801980,DP0020,40.0,23.7,0.0
6156573091,DP0041,50.0,19.1,0.0
6153648505,DP0041,45.0,24.9,0.0
6155857717,DP0041,55.0,65.8,1.0
6157096262,DP0041,55.0,58.6,1.0
6153606977,DP0043,55.0,38.8,0.0
6158376250,DP0041,60.0,37.2,0.0
6157132518,DP0005,50.0,27.6,0.0
6156375039,DP0005,55.0,29.5,0.0
6157612208,DP0041,55.0,28.4,0.0
6152026372,DP0027,45.0,29.3,0.0
6154180675,DP0015,50.0,30.3,0.0
6155477291,DP0041,45.0,28.8,0.0
6157212330,DP0026,50.0,18.4,0.0
6157038464,DP0041,45.0,21.8,0.0
6158347104,DP0041,50.0,39.0,0.0
6156276794,DP0041,50.0,24.6,0.0
6154977511,DP0034,45.0,31.3,0.0
6156274386,DP0041,55.0,72.7,1.0
6157573065,DP0012,55.0,45.4,0.0
6158263215,DP0041,40.0,27.2,0.0
6153151331,DP0036,50.0,34.8,0.0
6151609896,DP0043,55.0,47.9,0.0
6154108616,DP0041,45.0,24.0,0.0
6157255737,DP0048,50.0,42.7,0.0
6152693487,DP0041,50.0,46.1,0.0
6157986102,DP0015,50.0,33.8,0.0
6147148463,DP0041,55.0,37.9,0.0
6157301650,DP0027,50.0,36.1,0.0
6158171360,DP0027,50.0,31.9,0.0
6157576999,DP0005,55.0,36.7,0.0
6157434817,DP0041,55.0,31.7,0.0
6156137876,DP0041,50.0,25.5,0.0
6157707671,DP0028,50.0,31.6,0.0
6156954288,DP0043,50.0,38.5,0.0
6150580042,DP0008,50.0,38.8,0.0
6155784838,DP0025,50.0,33.6,0.0
6157237443,DP0023,55.0,32.1,0.0
6147797943,DP0006,40.0,20.2,0.0
6136609412,DP0041,45.0,39.1,0.0
6157469335,DP0041,55.0,39.4,0.0
6157098262,DP0041,50.0,30.5,0.0
6157713313,DP0008,55.0,33.2,0.0
6157608862,DP0030,40.0,22.9,0.0
6146068850,DP0001,60.0,37.5,0.0
6155683019,DP0043,55.0,43.4,0.0
6147297401,DP0005,50.0,36.5,0.0
6152957107,DP0041,45.0,45.7,1.0
6153423907,DP0049,55.0,51.1,0.0
6154851519,DP0041,50.0,36.5,0.0
6155029420,DP0043,50.0,37.2,0.0
6156991185,DP0015,45.0,37.9,0.0
6145759483,DP0041,55.0,42.5,0.0
6154316507,DP0041,50.0,43.9,0.0
6156480559,DP0041,45.0,21.5,0.0
6152715511,DP0005,50.0,32.6,0.0
6155888113,DP0008,50.0,30.8,0.0
6155245038,DP0008,55.0,45.9,0.0
6153715258,DP0041,50.0,39.8,0.0
6154169545,DP0043,55.0,55.4,1.0
6156498310,DP0041,50.0,51.1,1.0
6154697130,DP0004,50.0,43.7,0.0
6152294825,DP0043,50.0,52.8,1.0
6148126536,DP0028,55.0,34.4,0.0
6134676060,DP0033,40.0,20.2,0.0
6150491884,DP0007,50.0,24.8,0.0
6151679585,DP0041,40.0,18.9,0.0
6154572424,DP0012,45.0,24.2,0.0
6150920479,DP0041,60.0,46.3,0.0
6155216580,DP0043,60.0,39.4,0.0
6150452575,DP0005,50.0,54.9,1.0
6154206036,DP0041,55.0,44.9,0.0
6152871387,DP0015,55.0,29.9,0.0
6152094047,DP0026,50.0,25.3,0.0
6142704348,DP0041,40.0,29.3,0.0
6154591094,DP0028,50.0,30.1,0.0
6154454759,DP0041,45.0,33.1,0.0
6153711178,DP0041,45.0,30.5,0.0
6143043026,DP0041,45.0,26.8,0.0
6153344387,DP0041,45.0,34.2,0.0
6147262832,DP0041,50.0,36.2,0.0
6145948765,DP0041,40.0,13.8,0.0
6143729932,DP0041,45.0,33.3,0.0
6149407185,DP0031,50.0,23.1,0.0
6145971901,DP0026,40.0,23.5,0.0
6137335800,DP0043,50.0,35.1,0.0
6152057401,DP0041,65.0,48.3,0.0
6148410281,DP0017,50.0,26.4,0.0
6147700876,DP0041,50.0,29.6,0.0
6150685362,DP0025,40.0,29.3,0.0
6148187356,DP0043,40.0,32.3,0.0
6148406709,DP0002,40.0,18.7,0.0
6145542847,DP0015,40.0,23.5,0.0
6145870624,DP0028,50.0,15.9,0.0
6150656830,DP0041,45.0,21.4,0.0
6149351158,DP0043,60.0,37.7,0.0
6139655209,DP0005,40.0,21.5,0.0
6148701495,DP0041,45.0,29.3,0.0
6144237051,DP0005,50.0,33.9,0.0
6146257055,DP0043,55.0,34.7,0.0
6148828514,DP0005,55.0,33.5,0.0
6148792325,DP0003,55.0,33.4,0.0
6130548562,DP0041,40.0,29.0,0.0
6144878881,DP0050,40.0,37.1,0.0
6147360368,DP0043,55.0,37.2,0.0
6146873330,DP0041,55.0,21.0,0.0
6146137483,DP0043,50.0,29.9,0.0
6147309369,DP0002,45.0,28.6,0.0
6145855027,DP0048,50.0,47.1,0.0
6147183914,DP0041,45.0,22.3,0.0
6145197136,DP0041,50.0,32.1,0.0
6141496357,DP0041,45.0,28.2,0.0
6144792076,DP0041,55.0,28.3,0.0
6141100415,DP0041,40.0,25.6,0.0
6147861495,DP0041,55.0,32.8,0.0
6145309239,DP0043,40.0,22.0,0.0
6136823409,DP0015,40.0,19.3,0.0
6144627263,DP0048,60.0,51.1,0.0
6146352103,DP0041,55.0,27.1,0.0
6135885301,DP0015,65.0,42.2,0.0
6146958428,DP0041,40.0,23.2,0.0
6138265515,DP0041,65.0,46.2,0.0
6134909646,DP0041,40.0,27.1,0.0
6134476938,DP0041,45.0,33.3,0.0
6142920452,DP0005,55.0,35.4,0.0
6144985098,DP0041,55.0,38.6,0.0
6146570159,DP0043,55.0,32.3,0.0
6144529589,DP0023,40.0,16.3,0.0
6127758442,DP0041,45.0,33.7,0.0
6143837783,DP0029,45.0,21.8,0.0
6145536692,DP0040,45.0,18.5,0.0
6135212660,DP0041,40.0,20.8,0.0
6133001525,DP0041,50.0,28.1,0.0
6144805377,DP0015,40.0,17.9,0.0
6141941054,DP0041,40.0,18.5,0.0
6143675625,DP0005,50.0,35.5,0.0
6144923863,DP0008,50.0,36.8,0.0
6144497421,DP0001,55.0,32.0,0.0
6143603517,DP0007,40.0,17.9,0.0
6140813532,DP0041,45.0,23.8,0.0
6139426270,DP0041,50.0,29.6,0.0
6135654753,DP0041,40.0,25.8,0.0
6137984994,DP0007,40.0,23.5,0.0
6133713890,DP0043,40.0,25.4,0.0
6143853978,DP0041,55.0,40.0,0.0
6143745233,DP0036,50.0,29.7,0.0
6144101844,DP0043,50.0,49.5,0.0
6141546989,DP0049,50.0,35.8,0.0
6140100070,DP0015,65.0,56.8,0.0
6135139514,DP0031,40.0,24.1,0.0
6142775797,DP0043,40.0,37.3,0.0
6137278723,DP0041,40.0,32.9,0.0
6137640331,DP0005,40.0,34.0,0.0
6137767241,DP0041,40.0,25.7,0.0
6137474162,DP0042,45.0,36.1,0.0
6138567103,DP0041,45.0,37.4,0.0
6142040743,DP0041,40.0,25.7,0.0
6125475382,DP0041,40.0,35.7,0.0
6140836708,DP0012,50.0,48.6,0.0
6142712051,DP0015,45.0,46.6,1.0
6140867285,DP0041,50.0,41.0,0.0
6139031104,DP0043,55.0,40.3,0.0
6134036522,DP0022,55.0,45.2,0.0
6129870754,DP0041,55.0,35.2,0.0
6137094698,DP0041,50.0,35.9,0.0
6132713125,DP0040,55.0,30.2,0.0
6139801139,DP0041,50.0,33.1,0.0
6166712490,DP0043,40.0,19.6,0.0
6169663570,DP0041,50.0,28.0,0.0
6169358683,DP0041,75.0,51.6,0.0
6169114743,DP0039,50.0,36.6,0.0
6166885944,DP0041,65.0,36.3,0.0
6169207702,DP0028,50.0,25.4,0.0
6159787130,DP0033,50.0,35.3,0.0
6167008227,DP0041,40.0,22.7,0.0
6157900606,DP0005,45.0,29.0,0.0
6161695316,DP0015,55.0,38.3,0.0
6162026842,DP0041,65.0,51.0,0.0
6165269156,DP0038,40.0,28.6,0.0
6163183752,DP0025,50.0,39.2,0.0
6162194598,DP0041,55.0,32.9,0.0
6168350302,DP0041,50.0,29.4,0.0
6162376097,DP0009,55.0,32.1,0.0
6150880903,DP0043,55.0,32.1,0.0
6162006019,DP0041,65.0,41.8,0.0
6165265530,DP0041,60.0,45.6,0.0
6155583544,DP0041,50.0,28.4,0.0
6166339678,DP0050,55.0,33.0,0.0
6153881701,DP0041,45.0,27.5,0.0
6164782310,DP0041,55.0,40.9,0.0
6166525023,DP0041,45.0,24.9,0.0
6166071939,DP0008,45.0,25.6,0.0
6159836280,DP0015,50.0,46.9,0.0
6155620833,DP0041,50.0,23.0,0.0
6161623499,DP0041,60.0,37.8,0.0
6163530450,DP0041,45.0,21.3,0.0
6162932796,DP0006,50.0,35.1,0.0
6161550557,DP0041,60.0,30.6,0.0
6165617555,DP0031,50.0,29.5,0.0
6158600924,DP0041,65.0,40.1,0.0
6164094551,DP0041,45.0,34.0,0.0
6155725744,DP0041,40.0,22.2,0.0
6164827078,DP0041,50.0,23.0,0.0
6155977905,DP0041,45.0,22.2,0.0
6160703843,DP0036,65.0,36.6,0.0
6164626402,DP0041,55.0,37.7,0.0
6158482824,DP0002,40.0,31.1,0.0
6160467244,DP0041,45.0,36.1,0.0
6164229882,DP0041,55.0,40.3,0.0
6163681118,DP0041,50.0,26.1,0.0
6155294723,DP0041,50.0,30.0,0.0
6162403859,DP0042,40.0,25.8,0.0
6163959914,DP0047,40.0,31.6,0.0
6161101922,DP0026,65.0,43.0,0.0
6154028112,DP0015,45.0,66.3,1.0
