order_id,partner_id,promised_sla_minutes,actual_fulfillment_minutes,is_late
6573392189,DP0005,40.0,21.9,0.0
6573392190,DP0047,40.0,23.1,0.0
6573392191,DP0049,45.0,20.9,0.0
6573392192,DP0043,45.0,26.5,0.0
6573392193,DP0043,45.0,44.8,0.0
6573392194,DP0041,45.0,27.7,0.0
6573392195,DP0041,45.0,42.9,0.0
6573392196,DP0041,45.0,39.4,0.0
6573392197,DP0007,45.0,47.1,1.0
6573392198,DP0043,85.0,74.8,0.0
6573392199,DP0041,85.0,72.0,0.0
6573392200,DP0049,85.0,79.7,0.0
6573392201,DP0041,85.0,62.9,0.0
6573392202,DP0028,50.0,25.5,0.0
6573392203,DP0010,50.0,23.3,0.0
6573392204,DP0005,50.0,19.0,0.0
6573392205,DP0024,50.0,24.5,0.0
6573392206,DP0028,50.0,23.7,0.0
6573392207,DP0041,50.0,17.5,0.0
6573392208,DP0041,50.0,37.9,0.0
6573392209,DP0005,55.0,42.9,0.0
6573392210,DP0020,50.0,31.2,0.0
6573392211,DP0015,55.0,52.1,0.0
6573392212,DP0041,55.0,37.6,0.0
6573392213,DP0041,55.0,47.3,0.0
6573392214,DP0041,40.0,38.5,0.0
6573392215,DP0015,50.0,34.9,0.0
6573392216,DP0003,50.0,31.6,0.0
6573392217,DP0005,60.0,32.2,0.0
6573392218,DP0041,60.0,48.9,0.0
6573392219,DP0043,60.0,41.9,0.0
6573392220,DP0041,60.0,42.0,0.0
6573392221,DP0041,60.0,39.1,0.0
6573392222,DP0041,60.0,31.2,0.0
6573392223,DP0041,60.0,33.5,0.0
6573392224,DP0043,50.0,36.9,0.0
6573392225,DP0036,50.0,34.4,0.0
6573392226,DP0041,50.0,41.2,0.0
6573392227,DP0042,50.0,41.6,0.0
6573392228,DP0041,55.0,30.7,0.0
6573392229,DP0014,55.0,28.6,0.0
6573392230,DP0041,55.0,30.2,0.0
6573392231,DP0002,55.0,27.6,0.0
6573392232,DP0005,55.0,31.0,0.0
6573392233,DP0041,55.0,29.5,0.0
6573392234,DP0019,50.0,32.0,0.0
6573392235,DP0019,55.0,37.5,0.0
6573392236,DP0005,60.0,46.2,0.0
6573392237,DP0043,60.0,35.2,0.0
6573392238,DP0041,55.0,37.8,0.0
6573392239,DP0003,55.0,43.9,0.0
6573392240,DP0041,55.0,37.7,0.0
6573392241,DP0041,60.0,38.4,0.0
6573392242,DP0041,45.0,36.4,0.0
6573392243,DP0039,45.0,45.7,1.0
6573392244,DP0038,45.0,39.6,0.0
6573392245,DP0019,55.0,41.1,0.0
6573392246,DP0045,55.0,43.6,0.0
6573392247,DP0041,55.0,45.6,0.0
6573392248,DP0049,55.0,48.6,0.0
6573392249,DP0043,55.0,45.5,0.0
6573392250,DP0035,40.0,22.8,0.0
6573392251,DP0039,40.0,27.4,0.0
6573392252,DP0041,40.0,22.2,0.0
6573392253,DP0024,40.0,28.3,0.0
6573392254,DP0005,40.0,25.1,0.0
6573392255,DP0009,40.0,34.8,0.0
6573392256,DP0041,40.0,34.8,0.0
6573392257,DP0041,45.0,20.6,0.0
6573392258,DP0048,50.0,56.0,1.0
6573392259,DP0041,45.0,45.1,1.0
6573392260,DP0041,45.0,42.4,0.0
6573392261,DP0019,45.0,43.9,0.0
6573392262,DP0033,50.0,36.5,0.0
6573392263,DP0005,55.0,51.0,0.0
6573392264,DP0039,55.0,70.4,1.0
6573392265,DP0015,55.0,52.5,0.0
6573392266,DP0005,55.0,57.8,1.0
6573392267,DP0041,55.0,62.8,1.0
6573392268,DP0008,55.0,70.2,1.0
6573392269,DP0043,55.0,58.0,1.0
6573392270,DP0012,45.0,31.3,0.0
6573392271,DP0041,45.0,15.8,0.0
6573392272,DP0043,45.0,17.7,0.0
6573392273,DP0002,45.0,19.3,0.0
6573392274,DP0041,65.0,41.5,0.0
6573392275,DP0041,65.0,43.0,0.0
6573392276,DP0043,65.0,60.7,0.0
6573392277,DP0041,40.0,29.9,0.0
6573392278,DP0041,50.0,42.5,0.0
6573392279,DP0041,50.0,38.8,0.0
6573392280,DP0041,50.0,47.8,0.0
6573392281,DP0016,50.0,38.2,0.0
6573392282,DP0038,45.0,34.8,0.0
6573392283,DP0041,45.0,34.6,0.0
6573392284,DP0019,45.0,31.3,0.0
6573392285,DP0039,45.0,33.2,0.0
6573392286,DP0045,45.0,35.8,0.0
6573392287,DP0007,45.0,34.3,0.0
6573392288,DP0034,45.0,33.6,0.0
6573392289,DP0041,50.0,26.4,0.0
6573392290,DP0006,50.0,27.1,0.0
6573392291,DP0041,50.0,21.1,0.0
6573392292,DP0027,50.0,20.7,0.0
6573392293,DP0041,55.0,33.8,0.0
6573392294,DP0024,50.0,22.3,0.0
6573392295,DP0005,55.0,33.8,0.0
6573392296,DP0043,50.0,44.8,0.0
6573392297,DP0049,55.0,38.8,0.0
6573392298,DP0038,50.0,42.6,0.0
6573392299,DP0041,50.0,39.1,0.0
6573392300,DP0038,55.0,39.9,0.0
6573392301,DP0041,50.0,44.1,0.0
6573392302,DP0041,85.0,50.8,0.0
6573392303,DP0021,85.0,55.0,0.0
6573392304,DP0005,50.0,28.6,0.0
6573392305,DP0050,50.0,52.4,1.0
6573392306,DP0041,50.0,26.5,0.0
6573392307,DP0041,50.0,35.5,0.0
6573392308,DP0041,50.0,31.3,0.0
6573392309,DP0005,55.0,29.3,0.0
6573392310,DP0005,40.0,27.7,0.0
6573392311,DP0041,40.0,17.5,0.0
6573392312,DP0041,40.0,30.0,0.0
6573392313,DP0048,40.0,38.7,0.0
6573392314,DP0041,40.0,26.2,0.0
6573392315,DP0006,40.0,28.4,0.0
6573392316,DP0027,40.0,17.8,0.0
6573392317,DP0044,50.0,30.4,0.0
6573392318,DP0041,50.0,44.9,0.0
6573392319,DP0038,50.0,37.2,0.0
6573392320,DP0047,50.0,45.1,0.0
6573392321,DP0041,50.0,46.9,0.0
6573392322,DP0009,50.0,34.1,0.0
6573392323,DP0008,50.0,29.7,0.0
6573392324,DP0041,50.0,35.0,0.0
6573392325,DP0048,50.0,46.8,0.0
6573392326,DP0041,50.0,46.7,0.0
6573392327,DP0041,65.0,52.0,0.0
6573392328,DP0041,65.0,53.2,0.0
6573392329,,,,
6573392330,,,,
6573392331,,,,
6573392332,,,,
6573392333,,,,
6573392334,DP0019,55.0,36.7,0.0
6573392335,DP0043,55.0,40.5,0.0
6573392336,DP0005,55.0,37.8,0.0
6573392337,DP0019,55.0,32.2,0.0
6573392338,DP0006,55.0,29.9,0.0
6573392339,DP0041,55.0,32.4,0.0
6573392340,DP0019,50.0,32.7,0.0
6573392341,DP0041,50.0,33.8,0.0
6573392342,DP0020,50.0,26.3,0.0
6573392343,DP0043,50.0,29.8,0.0
6573392344,DP0041,45.0,23.7,0.0
6573392345,DP0014,40.0,31.9,0.0
6573392346,DP0041,45.0,22.4,0.0
6573392347,DP0008,45.0,27.2,0.0
6573392348,DP0020,60.0,42.0,0.0
6573392349,DP0028,45.0,35.5,0.0
6573392350,DP0036,45.0,36.5,0.0
6573392351,DP0043,45.0,35.7,0.0
6573392352,DP0005,45.0,33.1,0.0
6573392353,DP0041,45.0,34.1,0.0
6573392354,DP0041,45.0,32.0,0.0
6573392355,DP0041,45.0,31.0,0.0
6573392356,DP0019,45.0,28.7,0.0
6573392357,DP0003,45.0,23.5,0.0
6573392358,DP0005,45.0,28.5,0.0
6573392359,DP0005,45.0,23.3,0.0
6573392360,DP0009,55.0,48.3,0.0
6573392361,DP0010,55.0,46.2,0.0
6573392362,DP0041,55.0,34.1,0.0
6573392363,DP0041,55.0,40.2,0.0
6573392364,DP0005,55.0,35.6,0.0
6573392365,DP0041,55.0,52.4,0.0
6573392366,DP0043,55.0,48.4,0.0
6573392367,DP0041,40.0,20.8,0.0
6573392368,DP0038,40.0,24.6,0.0
6573392369,DP0008,40.0,24.8,0.0
6573392370,DP0041,65.0,48.7,0.0
6573392371,DP0033,55.0,47.3,0.0
6573392372,DP0021,55.0,44.0,0.0
6573392373,DP0007,55.0,44.1,0.0
6573392374,DP0021,55.0,48.2,0.0
6573392375,DP0009,55.0,46.1,0.0
6573392376,DP0027,55.0,43.8,0.0
6573392377,DP0013,55.0,43.9,0.0
6573392378,DP0041,55.0,47.1,0.0
6573392379,DP0041,45.0,38.0,0.0
6573392380,DP0041,55.0,36.5,0.0
6573392381,DP0038,45.0,34.2,0.0
6573392382,DP0018,45.0,35.7,0.0
6573392383,DP0041,45.0,25.7,0.0
6573392384,DP0043,50.0,24.7,0.0
6573392385,DP0041,50.0,23.1,0.0
6573392386,DP0041,90.0,61.4,0.0
6573392387,DP0030,90.0,56.7,0.0
6573392388,DP0010,40.0,29.9,0.0
6573392389,DP0009,40.0,26.5,0.0
6573392390,DP0050,40.0,37.5,0.0
6573392391,DP0009,40.0,59.5,1.0
6573392392,DP0043,40.0,59.0,1.0
6573392393,DP0041,40.0,28.2,0.0
6573392394,DP0041,40.0,28.4,0.0
6573392395,DP0043,60.0,51.7,0.0
6573392396,DP0043,55.0,40.2,0.0
6573392397,DP0043,60.0,50.1,0.0
6573392398,DP0009,60.0,49.6,0.0
6573392399,DP0024,60.0,64.8,1.0
6573392400,DP0041,55.0,53.4,0.0
6573392401,DP0033,55.0,57.6,1.0
6573392402,DP0006,45.0,23.1,0.0
6573392403,DP0043,45.0,23.0,0.0
6573392404,DP0019,45.0,22.6,0.0
6573392405,DP0022,45.0,24.8,0.0
6573392406,DP0041,45.0,24.1,0.0
6573392407,DP0026,45.0,17.1,0.0
6573392408,DP0041,45.0,30.1,0.0
6573392409,DP0007,45.0,36.6,0.0
6573392410,DP0041,45.0,35.0,0.0
6573392411,DP0028,45.0,36.1,0.0
6573392412,DP0019,45.0,37.3,0.0
6573392413,DP0041,45.0,37.1,0.0
6573392414,DP0021,45.0,39.3,0.0
6573392415,DP0041,55.0,43.2,0.0
6573392416,DP0041,55.0,47.7,0.0
6573392417,DP0043,55.0,72.9,1.0
6573392418,DP0023,55.0,27.5,0.0
6573392419,DP0043,55.0,41.2,0.0
6573392420,DP0049,55.0,45.5,0.0
6573392421,DP0041,55.0,73.0,1.0
6573392422,DP0028,55.0,43.0,0.0
6573392423,DP0047,55.0,43.5,0.0
6573392424,DP0041,55.0,42.1,0.0
6573392425,DP0041,55.0,42.7,0.0
6573392426,DP0041,45.0,22.1,0.0
6573392427,DP0043,45.0,20.6,0.0
6573392428,DP0019,45.0,30.6,0.0
6573392429,DP0007,45.0,29.8,0.0
6573392430,DP0041,45.0,20.2,0.0
6573392431,DP0039,45.0,23.9,0.0
6573392432,DP0014,45.0,19.4,0.0
6573392433,DP0034,60.0,52.2,0.0
6573392434,DP0041,60.0,58.2,0.0
6573392435,DP0041,60.0,60.0,0.0
6573392436,DP0041,60.0,41.0,0.0
6573392437,DP0041,60.0,40.6,0.0
6573392438,DP0041,60.0,57.8,0.0
6573392439,DP0005,60.0,61.3,1.0
6573392440,DP0047,50.0,38.5,0.0
6573392441,DP0007,50.0,32.0,0.0
6573392442,DP0005,50.0,36.2,0.0
6573392443,DP0047,50.0,43.2,0.0
6573392444,DP0043,50.0,37.8,0.0
6573392445,DP0047,50.0,41.4,0.0
6573392446,DP0050,50.0,54.5,1.0
6573392447,DP0041,45.0,42.7,0.0
6573392448,DP0041,45.0,39.6,0.0
6573392449,DP0019,45.0,41.6,0.0
6573392450,DP0007,40.0,26.9,0.0
6573392451,DP0041,40.0,26.7,0.0
6573392452,DP0041,40.0,30.0,0.0
6573392453,DP0015,40.0,21.9,0.0
6573392454,DP0043,50.0,27.6,0.0
6573392455,DP0041,45.0,52.0,1.0
6573392456,DP0014,50.0,31.8,0.0
6573392457,DP0041,45.0,34.8,0.0
6573392458,DP0007,45.0,23.1,0.0
6573392459,DP0041,55.0,33.7,0.0
6573392460,DP0041,55.0,31.6,0.0
6573392461,DP0017,45.0,29.8,0.0
6573392462,DP0041,55.0,40.4,0.0
6573392463,DP0010,45.0,37.9,0.0
6573392464,DP0041,55.0,39.3,0.0
6573392465,DP0020,55.0,42.9,0.0
6573392466,DP0048,55.0,66.4,1.0
6573392467,DP0041,45.0,31.3,0.0
6573392468,DP0033,45.0,33.8,0.0
6573392469,DP0041,50.0,28.3,0.0
6573392470,DP0002,50.0,21.6,0.0
6573392471,DP0041,50.0,25.6,0.0
6573392472,DP0041,45.0,35.4,0.0
6573392473,DP0043,50.0,28.7,0.0
6573392474,DP0046,45.0,43.7,0.0
6573392475,DP0041,65.0,55.6,0.0
6573392476,DP0005,50.0,40.7,0.0
6573392477,DP0048,50.0,51.3,1.0
6573392478,DP0041,50.0,26.4,0.0
6573392479,DP0041,50.0,44.2,0.0
6573392480,DP0032,40.0,24.6,0.0
6573392481,DP0005,40.0,30.9,0.0
6573392482,DP0041,40.0,27.4,0.0
6573392483,DP0005,40.0,26.8,0.0
6573392484,DP0041,40.0,24.4,0.0
6573392485,DP0041,40.0,32.6,0.0
6573392486,DP0041,40.0,75.2,1.0
6573392487,DP0041,40.0,34.0,0.0
6573392488,DP0020,55.0,66.0,1.0
6573392489,DP0002,55.0,32.4,0.0
6573392490,DP0041,55.0,65.2,1.0
6573392491,DP0041,55.0,39.1,0.0
6573392492,DP0005,55.0,42.3,0.0
6573392493,DP0043,55.0,40.7,0.0
6573392494,DP0019,55.0,43.3,0.0
6573392495,DP0039,55.0,41.0,0.0
6573392496,DP0041,55.0,39.4,0.0
6573392497,DP0013,45.0,47.0,1.0
6573392498,DP0005,50.0,36.1,0.0
6573392499,DP0039,50.0,39.1,0.0
6573392500,DP0015,50.0,33.9,0.0
6573392501,DP0049,50.0,37.0,0.0
6573392502,DP0005,50.0,34.5,0.0
6573392503,DP0041,50.0,24.5,0.0
6573392504,DP0041,50.0,31.0,0.0
6573392505,DP0041,50.0,29.8,0.0
6573392506,DP0028,50.0,43.3,0.0
6573392507,DP0005,50.0,26.5,0.0
6573392508,DP0041,50.0,29.9,0.0
6573392509,DP0041,50.0,25.0,0.0
6573392510,DP0015,50.0,20.8,0.0
6573392511,DP0008,50.0,19.7,0.0
6573392512,DP0041,50.0,30.3,0.0
6573392513,DP0041,40.0,46.8,1.0
6573392514,DP0008,40.0,49.3,1.0
6573392515,DP0041,40.0,25.6,0.0
6573392516,DP0041,50.0,31.1,0.0
6573392517,DP0015,50.0,32.6,0.0
6573392518,DP0041,55.0,42.0,0.0
6573392519,DP0041,55.0,49.4,0.0
6573392520,DP0015,55.0,28.9,0.0
6573392521,DP0017,65.0,43.1,0.0
6573392522,DP0041,65.0,46.9,0.0
6573392523,DP0006,55.0,41.7,0.0
6573392524,DP0037,65.0,43.0,0.0
6573392525,DP0041,55.0,43.7,0.0
6573392526,DP0023,45.0,27.9,0.0
6573392527,DP0008,45.0,27.1,0.0
6573392528,DP0032,45.0,20.8,0.0
6573392529,DP0041,45.0,25.1,0.0
6573392530,DP0015,45.0,30.1,0.0
6573392531,DP0002,45.0,26.7,0.0
6573392532,DP0028,45.0,29.1,0.0
6573392533,DP0008,45.0,30.8,0.0
6573392534,DP0009,50.0,29.3,0.0
6573392535,DP0041,50.0,37.7,0.0
6573392536,DP0039,50.0,43.3,0.0
6573392537,DP0019,50.0,40.6,0.0
6573392538,DP0019,45.0,24.8,0.0
6573392539,DP0041,50.0,40.9,0.0
6573392540,DP0043,50.0,28.9,0.0
6573392541,DP0050,50.0,42.8,0.0
6573392542,DP0041,50.0,56.0,1.0
6573392543,DP0041,45.0,49.8,1.0
6573392544,DP0005,45.0,47.9,1.0
6573392545,DP0049,45.0,32.5,0.0
6573392546,DP0049,45.0,29.2,0.0
6573392547,DP0016,45.0,32.4,0.0
6573392548,DP0041,45.0,33.3,0.0
6573392549,DP0041,45.0,47.5,1.0
6573392550,DP0041,50.0,28.5,0.0
6573392551,DP0041,40.0,19.1,0.0
6573392552,DP0041,40.0,21.1,0.0
6573392553,DP0038,40.0,24.3,0.0
6573392554,DP0041,40.0,17.4,0.0
6573392555,DP0041,40.0,25.2,0.0
6573392556,DP0041,40.0,16.5,0.0
6573392557,DP0041,40.0,22.4,0.0
6573392558,DP0012,65.0,57.2,0.0
6573392559,DP0043,40.0,49.6,1.0
6573392560,DP0023,40.0,29.1,0.0
6573392561,DP0019,40.0,33.3,0.0
6573392562,DP0019,40.0,34.8,0.0
6573392563,DP0041,40.0,32.2,0.0
6573392564,DP0041,40.0,33.7,0.0
6573392565,DP0041,40.0,31.0,0.0
6573392566,DP0041,40.0,25.7,0.0
6573392567,DP0005,55.0,44.5,0.0
6573392568,DP0028,55.0,42.9,0.0
6573392569,DP0041,55.0,39.5,0.0
6573392570,DP0041,90.0,57.7,0.0
6573392571,DP0045,90.0,65.1,0.0
6573392572,DP0041,90.0,63.8,0.0
6573392573,DP0043,90.0,62.6,0.0
6573392574,DP0019,40.0,34.2,0.0
6573392575,DP0041,55.0,27.9,0.0
6573392576,DP0008,55.0,27.9,0.0
6573392577,DP0041,55.0,35.4,0.0
6573392578,DP0041,50.0,25.1,0.0
6573392579,DP0041,50.0,23.1,0.0
6573392580,DP0043,50.0,34.1,0.0
6573392581,DP0041,50.0,23.7,0.0
6573392582,DP0041,50.0,51.3,1.0
6573392583,DP0019,50.0,28.6,0.0
6573392584,DP0041,40.0,29.9,0.0
6573392585,DP0043,50.0,22.3,0.0
6573392586,DP0041,40.0,17.6,0.0
6573392587,DP0006,50.0,29.6,0.0
6573392588,DP0006,40.0,17.3,0.0
6573392589,DP0041,40.0,19.9,0.0
6573392590,DP0043,70.0,47.8,0.0
6573392591,DP0041,65.0,60.2,0.0
6573392592,DP0041,70.0,41.0,0.0
6573392593,DP0041,70.0,45.0,0.0
6573392594,DP0009,45.0,18.5,0.0
6573392595,DP0041,45.0,24.1,0.0
6573392596,DP0041,50.0,33.2,0.0
6573392597,DP0005,55.0,39.0,0.0
6573392598,DP0041,60.0,40.8,0.0
6573392599,DP0007,60.0,45.5,0.0
6573392600,DP0041,50.0,41.7,0.0
6573392601,DP0037,50.0,42.0,0.0
6573392602,DP0023,50.0,48.5,0.0
6573392603,DP0008,55.0,47.0,0.0
6573392604,DP0043,55.0,47.7,0.0
6573392605,DP0005,40.0,29.4,0.0
6573392606,DP0041,40.0,19.3,0.0
6573392607,DP0041,40.0,29.7,0.0
6573392608,DP0048,40.0,38.6,0.0
6573392609,DP0027,40.0,35.6,0.0
6573392610,DP0041,55.0,31.7,0.0
6573392611,DP0015,55.0,46.8,0.0
6573392612,DP0019,55.0,46.1,0.0
6573392613,DP0041,55.0,45.2,0.0
6573392614,DP0041,55.0,44.6,0.0
6573392615,DP0002,55.0,48.7,0.0
6573392616,DP0041,55.0,35.7,0.0
6573392617,DP0041,40.0,17.7,0.0
6573392618,DP0041,40.0,18.5,0.0
6573392619,DP0015,40.0,22.2,0.0
6573392620,DP0005,60.0,46.1,0.0
6573392621,DP0021,60.0,46.0,0.0
6573392622,DP0041,60.0,59.7,0.0
6573392623,DP0041,60.0,40.7,0.0
6573392624,DP0015,55.0,38.3,0.0
6573392625,DP0041,55.0,44.5,0.0
6573392626,DP0005,55.0,41.1,0.0
